"CombinaisonID","Replicates","Code","mix_ID","decay","N","C","P","lignin","cellulose","hemicellulose","wsc","CN","CP","NP"
"MFL1","A","MFL1A","fPINSYL","0.434353355","0.392835647","50.47607168","0.0306675","23.44604422","26.2631144","16.43841716","33.85242422","128.4915768","1645.914119","12.80950985"
"MFL1","C","MFL1C","fPINSYL","0.434353355","0.392835647","50.47607168","0.0306675","23.44604422","26.2631144","16.43841716","33.85242422","128.4915768","1645.914119","12.80950985"
"MFL1","D","MFL1D","fPINSYL","0.434353355","0.392835647","50.47607168","0.0306675","23.44604422","26.2631144","16.43841716","33.85242422","128.4915768","1645.914119","12.80950985"
"MFL1","F","MFL1F","fPINSYL","0.434353355","0.392835647","50.47607168","0.0306675","23.44604422","26.2631144","16.43841716","33.85242422","128.4915768","1645.914119","12.80950985"
"MFL2","A","MFL2A","fPICABI","0.643130129","0.910458386","46.60073344","0.052862614","27.02562922","19.42787127","16.16041606","37.38608344","51.18381483","881.5442422","17.22310549"
"MFL2","C","MFL2C","fPICABI","0.643130129","0.910458386","46.60073344","0.052862614","27.02562922","19.42787127","16.16041606","37.38608344","51.18381483","881.5442422","17.22310549"
"MFL2","D","MFL2D","fPICABI","0.643130129","0.910458386","46.60073344","0.052862614","27.02562922","19.42787127","16.16041606","37.38608344","51.18381483","881.5442422","17.22310549"
"MFL2","F","MFL2F","fPICABI","0.643130129","0.910458386","46.60073344","0.052862614","27.02562922","19.42787127","16.16041606","37.38608344","51.18381483","881.5442422","17.22310549"
"MFL3","A","MFL3A","fBETPEN","0.488936428","0.706276993","50.57753372","0.102700345","33.79405989","15.15632015","15.96722987","35.0823901","71.61147004","492.4767653","6.877065434"
"MFL3","C","MFL3C","fBETPEN","0.488936428","0.706276993","50.57753372","0.102700345","33.79405989","15.15632015","15.96722987","35.0823901","71.61147004","492.4767653","6.877065434"
"MFL3","D","MFL3D","fBETPEN","0.488936428","0.706276993","50.57753372","0.102700345","33.79405989","15.15632015","15.96722987","35.0823901","71.61147004","492.4767653","6.877065434"
"MFL3","F","MFL3F","fBETPEN","0.488936428","0.706276993","50.57753372","0.102700345","33.79405989","15.15632015","15.96722987","35.0823901","71.61147004","492.4767653","6.877065434"
"MFL4","A","MFL4A","fPICABIfPINSYL","0.443418022","0.651647016","48.53840256","0.041765057","25.23583672","22.84549284","16.29941661","35.61925383","74.48572822","1162.177322","15.60268457"
"MFL4","C","MFL4C","fPICABIfPINSYL","0.443418022","0.651647016","48.53840256","0.041765057","25.23583672","22.84549284","16.29941661","35.61925383","74.48572822","1162.177322","15.60268457"
"MFL4","D","MFL4D","fPICABIfPINSYL","0.443418022","0.651647016","48.53840256","0.041765057","25.23583672","22.84549284","16.29941661","35.61925383","74.48572822","1162.177322","15.60268457"
"MFL4","F","MFL4F","fPICABIfPINSYL","0.443418022","0.651647016","48.53840256","0.041765057","25.23583672","22.84549284","16.29941661","35.61925383","74.48572822","1162.177322","15.60268457"
"MFL5","A","MFL5A","fBETPENfPINSYL","0.447850957","0.54955632","50.5268027","0.066683923","28.62005205","20.70971728","16.20282351","34.46740716","91.94108205","757.705916","8.241211645"
"MFL5","C","MFL5C","fBETPENfPINSYL","0.447850957","0.54955632","50.5268027","0.066683923","28.62005205","20.70971728","16.20282351","34.46740716","91.94108205","757.705916","8.241211645"
"MFL5","D","MFL5D","fBETPENfPINSYL","0.447850957","0.54955632","50.5268027","0.066683923","28.62005205","20.70971728","16.20282351","34.46740716","91.94108205","757.705916","8.241211645"
"MFL5","F","MFL5F","fBETPENfPINSYL","0.447850957","0.54955632","50.5268027","0.066683923","28.62005205","20.70971728","16.20282351","34.46740716","91.94108205","757.705916","8.241211645"
"MFL6","A","MFL6A","fBETPENfPICABI","0.516774827","0.808367689","48.58913358","0.07778148","30.40984456","17.29209571","16.06382296","36.23423677","60.10771362","624.6876985","10.3928042"
"MFL6","C","MFL6C","fBETPENfPICABI","0.516774827","0.808367689","48.58913358","0.07778148","30.40984456","17.29209571","16.06382296","36.23423677","60.10771362","624.6876985","10.3928042"
"MFL6","D","MFL6D","fBETPENfPICABI","0.516774827","0.808367689","48.58913358","0.07778148","30.40984456","17.29209571","16.06382296","36.23423677","60.10771362","624.6876985","10.3928042"
"MFL6","F","MFL6F","fBETPENfPICABI","0.516774827","0.808367689","48.58913358","0.07778148","30.40984456","17.29209571","16.06382296","36.23423677","60.10771362","624.6876985","10.3928042"
"MFL7","A","MFL7A","fBETPENfPICABIfPINSYL","0.532785808","0.669857009","49.21811295","0.06207682","28.08857778","20.28243527","16.18868769","35.44029925","73.47555122","792.8581554","10.79077519"
"MFL7","C","MFL7C","fBETPENfPICABIfPINSYL","0.532785808","0.669857009","49.21811295","0.06207682","28.08857778","20.28243527","16.18868769","35.44029925","73.47555122","792.8581554","10.79077519"
"MFL7","D","MFL7D","fBETPENfPICABIfPINSYL","0.532785808","0.669857009","49.21811295","0.06207682","28.08857778","20.28243527","16.18868769","35.44029925","73.47555122","792.8581554","10.79077519"
"MFL7","F","MFL7F","fBETPENfPICABIfPINSYL","0.532785808","0.669857009","49.21811295","0.06207682","28.08857778","20.28243527","16.18868769","35.44029925","73.47555122","792.8581554","10.79077519"
"MGL1","A","MGL1A","gFAGSYL","0.485813063","0.931194544","45.10514323","0.044772964","24.25364796","20.43509613","15.34463824","39.96661767","48.43793762","1007.41919","20.79814377"
"MGL1","C","MGL1C","gFAGSYL","0.485813063","0.931194544","45.10514323","0.044772964","24.25364796","20.43509613","15.34463824","39.96661767","48.43793762","1007.41919","20.79814377"
"MGL1","D","MGL1D","gFAGSYL","0.485813063","0.931194544","45.10514323","0.044772964","24.25364796","20.43509613","15.34463824","39.96661767","48.43793762","1007.41919","20.79814377"
"MGL1","F","MGL1F","gFAGSYL","0.485813063","0.931194544","45.10514323","0.044772964","24.25364796","20.43509613","15.34463824","39.96661767","48.43793762","1007.41919","20.79814377"
"MGL10","A","MGL10A","gFRAEXCgPICABI","0.848981696","1.745163361","46.13801003","0.087301989","18.18649251","16.79853926","16.29583548","48.71913275","26.43764535","528.4874996","19.989961"
"MGL10","C","MGL10C","gFRAEXCgPICABI","0.848981696","1.745163361","46.13801003","0.087301989","18.18649251","16.79853926","16.29583548","48.71913275","26.43764535","528.4874996","19.989961"
"MGL10","D","MGL10D","gFRAEXCgPICABI","0.848981696","1.745163361","46.13801003","0.087301989","18.18649251","16.79853926","16.29583548","48.71913275","26.43764535","528.4874996","19.989961"
"MGL10","F","MGL10F","gFRAEXCgPICABI","0.848981696","1.745163361","46.13801003","0.087301989","18.18649251","16.79853926","16.29583548","48.71913275","26.43764535","528.4874996","19.989961"
"MGL11","A","MGL11A","gFRAEXCgQUESP","0.980736673","1.446854899","45.85300891","0.098067335","21.2808501","15.29091423","14.54095635","48.88727932","31.69150474","467.5665863","14.75368841"
"MGL11","C","MGL11C","gFRAEXCgQUESP","0.980736673","1.446854899","45.85300891","0.098067335","21.2808501","15.29091423","14.54095635","48.88727932","31.69150474","467.5665863","14.75368841"
"MGL11","D","MGL11D","gFRAEXCgQUESP","0.980736673","1.446854899","45.85300891","0.098067335","21.2808501","15.29091423","14.54095635","48.88727932","31.69150474","467.5665863","14.75368841"
"MGL11","F","MGL11F","gFRAEXCgQUESP","0.980736673","1.446854899","45.85300891","0.098067335","21.2808501","15.29091423","14.54095635","48.88727932","31.69150474","467.5665863","14.75368841"
"MGL12","A","MGL12A","gACEPSEgFRAEXC","1.175275378","1.515926431","42.77594884","0.047005858","18.18143688","15.29563136","13.76762483","52.75530693","28.21769446","910.0131402","32.24973399"
"MGL12","C","MGL12C","gACEPSEgFRAEXC","1.175275378","1.515926431","42.77594884","0.047005858","18.18143688","15.29563136","13.76762483","52.75530693","28.21769446","910.0131402","32.24973399"
"MGL12","D","MGL12D","gACEPSEgFRAEXC","1.175275378","1.515926431","42.77594884","0.047005858","18.18143688","15.29563136","13.76762483","52.75530693","28.21769446","910.0131402","32.24973399"
"MGL12","F","MGL12F","gACEPSEgFRAEXC","1.175275378","1.515926431","42.77594884","0.047005858","18.18143688","15.29563136","13.76762483","52.75530693","28.21769446","910.0131402","32.24973399"
"MGL15","A","MGL15A","gACEPSEgQUESP","0.743468785","0.980834544","44.16586367","0.086316718","17.46466966","15.71106301","14.68669249","52.13757484","45.02886237","511.6721839","11.36320478"
"MGL15","C","MGL15C","gACEPSEgQUESP","0.743468785","0.980834544","44.16586367","0.086316718","17.46466966","15.71106301","14.68669249","52.13757484","45.02886237","511.6721839","11.36320478"
"MGL15","D","MGL15D","gACEPSEgQUESP","0.743468785","0.980834544","44.16586367","0.086316718","17.46466966","15.71106301","14.68669249","52.13757484","45.02886237","511.6721839","11.36320478"
"MGL15","F","MGL15F","gACEPSEgQUESP","0.743468785","0.980834544","44.16586367","0.086316718","17.46466966","15.71106301","14.68669249","52.13757484","45.02886237","511.6721839","11.36320478"
"MGL17","A","MGL17A","gFAGSYLgFRAEXCgQUESP","0.763937388","1.274968114","45.60372035","0.080302544","22.27178272","17.00564153","14.80885031","45.91372544","35.76851832","567.8988211","15.87705747"
"MGL17","C","MGL17C","gFAGSYLgFRAEXCgQUESP","0.763937388","1.274968114","45.60372035","0.080302544","22.27178272","17.00564153","14.80885031","45.91372544","35.76851832","567.8988211","15.87705747"
"MGL17","D","MGL17D","gFAGSYLgFRAEXCgQUESP","0.763937388","1.274968114","45.60372035","0.080302544","22.27178272","17.00564153","14.80885031","45.91372544","35.76851832","567.8988211","15.87705747"
"MGL17","F","MGL17F","gFAGSYLgFRAEXCgQUESP","0.763937388","1.274968114","45.60372035","0.080302544","22.27178272","17.00564153","14.80885031","45.91372544","35.76851832","567.8988211","15.87705747"
"MGL18","A","MGL18A","gACEPSEgFAGSYLgFRAEXC","0.980744885","1.321015802","43.55234697","0.04626156","20.20550724","17.00878628","14.29329597","48.49241051","32.96883119","941.4370521","28.55536633"
"MGL18","C","MGL18C","gACEPSEgFAGSYLgFRAEXC","0.980744885","1.321015802","43.55234697","0.04626156","20.20550724","17.00878628","14.29329597","48.49241051","32.96883119","941.4370521","28.55536633"
"MGL18","D","MGL18D","gACEPSEgFAGSYLgFRAEXC","0.980744885","1.321015802","43.55234697","0.04626156","20.20550724","17.00878628","14.29329597","48.49241051","32.96883119","941.4370521","28.55536633"
"MGL18","F","MGL18F","gACEPSEgFAGSYLgFRAEXC","0.980744885","1.321015802","43.55234697","0.04626156","20.20550724","17.00878628","14.29329597","48.49241051","32.96883119","941.4370521","28.55536633"
"MGL2","A","MGL2A","gFRAEXC","0.893273781","1.981946786","44.46309408","0.058756475","21.99761733","14.87548257","13.62188869","49.50501141","22.43405039","756.7352208","33.73154681"
"MGL2","C","MGL2C","gFRAEXC","0.893273781","1.981946786","44.46309408","0.058756475","21.99761733","14.87548257","13.62188869","49.50501141","22.43405039","756.7352208","33.73154681"
"MGL2","D","MGL2D","gFRAEXC","0.893273781","1.981946786","44.46309408","0.058756475","21.99761733","14.87548257","13.62188869","49.50501141","22.43405039","756.7352208","33.73154681"
"MGL2","F","MGL2F","gFRAEXC","0.893273781","1.981946786","44.46309408","0.058756475","21.99761733","14.87548257","13.62188869","49.50501141","22.43405039","756.7352208","33.73154681"
"MGL21","A","MGL21A","gACEPSEgFAGSYLgQUESP","0.637680533","0.964287877","44.47895686","0.0724688","19.72766242","17.28574072","14.90600774","48.08058912","46.12622217","613.7669837","13.3062487"
"MGL21","C","MGL21C","gACEPSEgFAGSYLgQUESP","0.637680533","0.964287877","44.47895686","0.0724688","19.72766242","17.28574072","14.90600774","48.08058912","46.12622217","613.7669837","13.3062487"
"MGL21","D","MGL21D","gACEPSEgFAGSYLgQUESP","0.637680533","0.964287877","44.47895686","0.0724688","19.72766242","17.28574072","14.90600774","48.08058912","46.12622217","613.7669837","13.3062487"
"MGL21","F","MGL21F","gACEPSEgFAGSYLgQUESP","0.637680533","0.964287877","44.47895686","0.0724688","19.72766242","17.28574072","14.90600774","48.08058912","46.12622217","613.7669837","13.3062487"
"MGL27","A","MGL27A","gACEPSEgFAGSYLgPICABIgQUESP","0.589557404","1.100310892","45.31244914","0.083313476","18.38958874","17.64470453","15.92195137","48.04375536","41.1814965","543.8789896","13.20687775"
"MGL27","C","MGL27C","gACEPSEgFAGSYLgPICABIgQUESP","0.589557404","1.100310892","45.31244914","0.083313476","18.38958874","17.64470453","15.92195137","48.04375536","41.1814965","543.8789896","13.20687775"
"MGL27","D","MGL27D","gACEPSEgFAGSYLgPICABIgQUESP","0.589557404","1.100310892","45.31244914","0.083313476","18.38958874","17.64470453","15.92195137","48.04375536","41.1814965","543.8789896","13.20687775"
"MGL27","F","MGL27F","gACEPSEgFAGSYLgPICABIgQUESP","0.589557404","1.100310892","45.31244914","0.083313476","18.38958874","17.64470453","15.92195137","48.04375536","41.1814965","543.8789896","13.20687775"
"MGL28","A","MGL28A","gACEPSEgFAGSYLgFRAEXCgQUESP","0.839559497","1.218702604","44.47499116","0.069040719","20.29515115","16.68317618","14.58497798","48.43669469","36.49371964","644.1849377","17.65193968"
"MGL28","C","MGL28C","gACEPSEgFAGSYLgFRAEXCgQUESP","0.839559497","1.218702604","44.47499116","0.069040719","20.29515115","16.68317618","14.58497798","48.43669469","36.49371964","644.1849377","17.65193968"
"MGL28","D","MGL28D","gACEPSEgFAGSYLgFRAEXCgQUESP","0.839559497","1.218702604","44.47499116","0.069040719","20.29515115","16.68317618","14.58497798","48.43669469","36.49371964","644.1849377","17.65193968"
"MGL28","F","MGL28F","gACEPSEgFAGSYLgFRAEXCgQUESP","0.839559497","1.218702604","44.47499116","0.069040719","20.29515115","16.68317618","14.58497798","48.43669469","36.49371964","644.1849377","17.65193968"
"MGL29","A","MGL29A","gACEPSEgFAGSYLgFRAEXCgPICABI","0.880167076","1.367856835","44.61749172","0.063658046","18.74797235","17.4369887","15.46241754","48.3526214","32.61853914","700.893201","21.48757177"
"MGL29","C","MGL29C","gACEPSEgFAGSYLgFRAEXCgPICABI","0.880167076","1.367856835","44.61749172","0.063658046","18.74797235","17.4369887","15.46241754","48.3526214","32.61853914","700.893201","21.48757177"
"MGL29","D","MGL29D","gACEPSEgFAGSYLgFRAEXCgPICABI","0.880167076","1.367856835","44.61749172","0.063658046","18.74797235","17.4369887","15.46241754","48.3526214","32.61853914","700.893201","21.48757177"
"MGL29","F","MGL29F","gACEPSEgFAGSYLgFRAEXCgPICABI","0.880167076","1.367856835","44.61749172","0.063658046","18.74797235","17.4369887","15.46241754","48.3526214","32.61853914","700.893201","21.48757177"
"MGL3","A","MGL3A","gPICABI","0.45539914","1.508379936","47.81292597","0.115847504","14.3753677","18.72159595","18.96978227","47.93325408","31.69819806","412.722972","13.02039224"
"MGL3","C","MGL3C","gPICABI","0.45539914","1.508379936","47.81292597","0.115847504","14.3753677","18.72159595","18.96978227","47.93325408","31.69819806","412.722972","13.02039224"
"MGL3","D","MGL3D","gPICABI","0.45539914","1.508379936","47.81292597","0.115847504","14.3753677","18.72159595","18.96978227","47.93325408","31.69819806","412.722972","13.02039224"
"MGL3","F","MGL3F","gPICABI","0.45539914","1.508379936","47.81292597","0.115847504","14.3753677","18.72159595","18.96978227","47.93325408","31.69819806","412.722972","13.02039224"
"MGL4","A","MGL4A","gQUESP","0.394268972","0.911763012","47.24292374","0.137378194","20.56408288","15.70634588","15.46002401","48.26954723","51.81491582","343.8895375","6.636883069"
"MGL4","C","MGL4C","gQUESP","0.394268972","0.911763012","47.24292374","0.137378194","20.56408288","15.70634588","15.46002401","48.26954723","51.81491582","343.8895375","6.636883069"
"MGL4","D","MGL4D","gQUESP","0.394268972","0.911763012","47.24292374","0.137378194","20.56408288","15.70634588","15.46002401","48.26954723","51.81491582","343.8895375","6.636883069"
"MGL4","F","MGL4F","gQUESP","0.394268972","0.911763012","47.24292374","0.137378194","20.56408288","15.70634588","15.46002401","48.26954723","51.81491582","343.8895375","6.636883069"
"MGL5","A","MGL5A","gACEPSE","1.009077101","1.049906075","41.08880361","0.035255242","14.36525643","15.71578014","13.91336097","56.00560245","39.13569469","1165.466507","29.78014102"
"MGL5","C","MGL5C","gACEPSE","1.009077101","1.049906075","41.08880361","0.035255242","14.36525643","15.71578014","13.91336097","56.00560245","39.13569469","1165.466507","29.78014102"
"MGL5","D","MGL5D","gACEPSE","1.009077101","1.049906075","41.08880361","0.035255242","14.36525643","15.71578014","13.91336097","56.00560245","39.13569469","1165.466507","29.78014102"
"MGL5","F","MGL5F","gACEPSE","1.009077101","1.049906075","41.08880361","0.035255242","14.36525643","15.71578014","13.91336097","56.00560245","39.13569469","1165.466507","29.78014102"
"MGL6","A","MGL6A","gFAGSYLgFRAEXC","0.971601449","1.456570665","44.78411865","0.05176472","23.12563264","17.65528935","14.48326347","44.73581454","30.74627255","865.1475185","28.13828952"
"MGL6","C","MGL6C","gFAGSYLgFRAEXC","0.971601449","1.456570665","44.78411865","0.05176472","23.12563264","17.65528935","14.48326347","44.73581454","30.74627255","865.1475185","28.13828952"
"MGL6","D","MGL6D","gFAGSYLgFRAEXC","0.971601449","1.456570665","44.78411865","0.05176472","23.12563264","17.65528935","14.48326347","44.73581454","30.74627255","865.1475185","28.13828952"
"MGL6","F","MGL6F","gFAGSYLgFRAEXC","0.971601449","1.456570665","44.78411865","0.05176472","23.12563264","17.65528935","14.48326347","44.73581454","30.74627255","865.1475185","28.13828952"
"MGL8","A","MGL8A","gFAGSYLgQUESP","0.432745106","0.921478778","46.17403348","0.091075579","22.40886542","18.07072101","15.40233112","44.11808245","50.10862385","506.9858888","10.11773722"
"MGL8","C","MGL8C","gFAGSYLgQUESP","0.432745106","0.921478778","46.17403348","0.091075579","22.40886542","18.07072101","15.40233112","44.11808245","50.10862385","506.9858888","10.11773722"
"MGL8","D","MGL8D","gFAGSYLgQUESP","0.432745106","0.921478778","46.17403348","0.091075579","22.40886542","18.07072101","15.40233112","44.11808245","50.10862385","506.9858888","10.11773722"
"MGL8","F","MGL8F","gFAGSYLgQUESP","0.432745106","0.921478778","46.17403348","0.091075579","22.40886542","18.07072101","15.40233112","44.11808245","50.10862385","506.9858888","10.11773722"
"MGL9","A","MGL9A","gACEPSEgFAGSYL","0.803088824","0.990550309","43.09697342","0.040014103","19.3094522","18.07543814","14.62899961","47.98611006","43.50811161","1077.044597","24.75502974"
"MGL9","C","MGL9C","gACEPSEgFAGSYL","0.803088824","0.990550309","43.09697342","0.040014103","19.3094522","18.07543814","14.62899961","47.98611006","43.50811161","1077.044597","24.75502974"
"MGL9","D","MGL9D","gACEPSEgFAGSYL","0.803088824","0.990550309","43.09697342","0.040014103","19.3094522","18.07543814","14.62899961","47.98611006","43.50811161","1077.044597","24.75502974"
"MGL9","F","MGL9F","gACEPSEgFAGSYL","0.803088824","0.990550309","43.09697342","0.040014103","19.3094522","18.07543814","14.62899961","47.98611006","43.50811161","1077.044597","24.75502974"
"MIL1","A","MIL1A","iCASSAT","0.373260885","0.644067128","48.17313639","0.030469151","13.89545375","16.66827191","18.83237342","50.60390091","74.79521041","1581.046216","21.13833503"
"MIL1","C","MIL1C","iCASSAT","0.373260885","0.644067128","48.17313639","0.030469151","13.89545375","16.66827191","18.83237342","50.60390091","74.79521041","1581.046216","21.13833503"
"MIL1","D","MIL1D","iCASSAT","0.373260885","0.644067128","48.17313639","0.030469151","13.89545375","16.66827191","18.83237342","50.60390091","74.79521041","1581.046216","21.13833503"
"MIL1","F","MIL1F","iCASSAT","0.373260885","0.644067128","48.17313639","0.030469151","13.89545375","16.66827191","18.83237342","50.60390091","74.79521041","1581.046216","21.13833503"
"MIL10","A","MIL10A","iQUECERiQUEPET","0.44793381","0.827884207","48.43828646","0.01494598","21.34821559","17.14536312","16.42550055","45.08092074","58.50852818","3240.890663","55.39176533"
"MIL10","C","MIL10C","iQUECERiQUEPET","0.44793381","0.827884207","48.43828646","0.01494598","21.34821559","17.14536312","16.42550055","45.08092074","58.50852818","3240.890663","55.39176533"
"MIL10","D","MIL10D","iQUECERiQUEPET","0.44793381","0.827884207","48.43828646","0.01494598","21.34821559","17.14536312","16.42550055","45.08092074","58.50852818","3240.890663","55.39176533"
"MIL10","F","MIL10F","iQUECERiQUEPET","0.44793381","0.827884207","48.43828646","0.01494598","21.34821559","17.14536312","16.42550055","45.08092074","58.50852818","3240.890663","55.39176533"
"MIL11","A","MIL11A","iQUECERiQUEILE","0.433105329","0.850227882","48.845239","0.01981706","22.15998539","18.41216862","15.8679607","43.55988529","57.449585","2464.807601","42.90383648"
"MIL11","C","MIL11C","iQUECERiQUEILE","0.433105329","0.850227882","48.845239","0.01981706","22.15998539","18.41216862","15.8679607","43.55988529","57.449585","2464.807601","42.90383648"
"MIL11","D","MIL11D","iQUECERiQUEILE","0.433105329","0.850227882","48.845239","0.01981706","22.15998539","18.41216862","15.8679607","43.55988529","57.449585","2464.807601","42.90383648"
"MIL11","F","MIL11F","iQUECERiQUEILE","0.433105329","0.850227882","48.845239","0.01981706","22.15998539","18.41216862","15.8679607","43.55988529","57.449585","2464.807601","42.90383648"
"MIL12","A","MIL12A","iOSTCARiQUECER","0.584893397","0.960724473","47.5277106","0.034585149","25.29176335","16.11194544","16.53878916","42.05750205","49.47069835","1374.223102","27.77852643"
"MIL12","C","MIL12C","iOSTCARiQUECER","0.584893397","0.960724473","47.5277106","0.034585149","25.29176335","16.11194544","16.53878916","42.05750205","49.47069835","1374.223102","27.77852643"
"MIL12","D","MIL12D","iOSTCARiQUECER","0.584893397","0.960724473","47.5277106","0.034585149","25.29176335","16.11194544","16.53878916","42.05750205","49.47069835","1374.223102","27.77852643"
"MIL12","F","MIL12F","iOSTCARiQUECER","0.584893397","0.960724473","47.5277106","0.034585149","25.29176335","16.11194544","16.53878916","42.05750205","49.47069835","1374.223102","27.77852643"
"MIL13","A","MIL13A","iQUEILEiQUEPET","0.47211809","0.760467072","47.79803403","0.017435338","20.24247935","18.802964","16.76620049","44.18835616","62.85352223","2741.445735","43.61642178"
"MIL13","C","MIL13C","iQUEILEiQUEPET","0.47211809","0.760467072","47.79803403","0.017435338","20.24247935","18.802964","16.76620049","44.18835616","62.85352223","2741.445735","43.61642178"
"MIL13","D","MIL13D","iQUEILEiQUEPET","0.47211809","0.760467072","47.79803403","0.017435338","20.24247935","18.802964","16.76620049","44.18835616","62.85352223","2741.445735","43.61642178"
"MIL13","F","MIL13F","iQUEILEiQUEPET","0.47211809","0.760467072","47.79803403","0.017435338","20.24247935","18.802964","16.76620049","44.18835616","62.85352223","2741.445735","43.61642178"
"MIL14","A","MIL14A","iOSTCARiQUEPET","0.60170537","0.870963663","46.48050563","0.032203428","23.3742573","16.50274082","17.43702895","42.68597292","53.3667564","1443.340318","27.04568191"
"MIL14","C","MIL14C","iOSTCARiQUEPET","0.60170537","0.870963663","46.48050563","0.032203428","23.3742573","16.50274082","17.43702895","42.68597292","53.3667564","1443.340318","27.04568191"
"MIL14","D","MIL14D","iOSTCARiQUEPET","0.60170537","0.870963663","46.48050563","0.032203428","23.3742573","16.50274082","17.43702895","42.68597292","53.3667564","1443.340318","27.04568191"
"MIL14","F","MIL14F","iOSTCARiQUEPET","0.60170537","0.870963663","46.48050563","0.032203428","23.3742573","16.50274082","17.43702895","42.68597292","53.3667564","1443.340318","27.04568191"
"MIL15","A","MIL15A","iOSTCARiQUEILE","0.634559408","0.893307338","46.88745817","0.037074507","24.1860271","17.76954633","16.8794891","41.16493747","52.48748797","1264.68189","24.09492127"
"MIL15","C","MIL15C","iOSTCARiQUEILE","0.634559408","0.893307338","46.88745817","0.037074507","24.1860271","17.76954633","16.8794891","41.16493747","52.48748797","1264.68189","24.09492127"
"MIL15","D","MIL15D","iOSTCARiQUEILE","0.634559408","0.893307338","46.88745817","0.037074507","24.1860271","17.76954633","16.8794891","41.16493747","52.48748797","1264.68189","24.09492127"
"MIL15","F","MIL15F","iOSTCARiQUEILE","0.634559408","0.893307338","46.88745817","0.037074507","24.1860271","17.76954633","16.8794891","41.16493747","52.48748797","1264.68189","24.09492127"
"MIL16","A","MIL16A","iCASSATiQUECERiQUEPET","0.412965052","0.766611848","48.34990311","0.02012037","18.86396165","16.98633272","17.2277915","46.92191413","63.06960068","2403.032466","38.10127922"
"MIL16","C","MIL16C","iCASSATiQUECERiQUEPET","0.412965052","0.766611848","48.34990311","0.02012037","18.86396165","16.98633272","17.2277915","46.92191413","63.06960068","2403.032466","38.10127922"
"MIL16","D","MIL16D","iCASSATiQUECERiQUEPET","0.412965052","0.766611848","48.34990311","0.02012037","18.86396165","16.98633272","17.2277915","46.92191413","63.06960068","2403.032466","38.10127922"
"MIL16","F","MIL16F","iCASSATiQUECERiQUEPET","0.412965052","0.766611848","48.34990311","0.02012037","18.86396165","16.98633272","17.2277915","46.92191413","63.06960068","2403.032466","38.10127922"
"MIL17","A","MIL17A","iCASSATiQUECERiQUEILE","0.474478008","0.781507631","48.6212048","0.023367757","19.40514151","17.83086972","16.85609827","45.9078905","62.21462576","2080.696286","33.44384477"
"MIL17","C","MIL17C","iCASSATiQUECERiQUEILE","0.474478008","0.781507631","48.6212048","0.023367757","19.40514151","17.83086972","16.85609827","45.9078905","62.21462576","2080.696286","33.44384477"
"MIL17","D","MIL17D","iCASSATiQUECERiQUEILE","0.474478008","0.781507631","48.6212048","0.023367757","19.40514151","17.83086972","16.85609827","45.9078905","62.21462576","2080.696286","33.44384477"
"MIL17","F","MIL17F","iCASSATiQUECERiQUEILE","0.474478008","0.781507631","48.6212048","0.023367757","19.40514151","17.83086972","16.85609827","45.9078905","62.21462576","2080.696286","33.44384477"
"MIL18","A","MIL18A","iCASSATiOSTCARiQUECER","0.45242349","0.855172025","47.74285253","0.03321315","21.49299348","16.2973876","17.30331725","44.90630167","55.82836101","1437.468381","25.74799537"
"MIL18","C","MIL18C","iCASSATiOSTCARiQUECER","0.45242349","0.855172025","47.74285253","0.03321315","21.49299348","16.2973876","17.30331725","44.90630167","55.82836101","1437.468381","25.74799537"
"MIL18","D","MIL18D","iCASSATiOSTCARiQUECER","0.45242349","0.855172025","47.74285253","0.03321315","21.49299348","16.2973876","17.30331725","44.90630167","55.82836101","1437.468381","25.74799537"
"MIL18","F","MIL18F","iCASSATiOSTCARiQUECER","0.45242349","0.855172025","47.74285253","0.03321315","21.49299348","16.2973876","17.30331725","44.90630167","55.82836101","1437.468381","25.74799537"
"MIL19","A","MIL19A","iCASSATiQUEILEiQUEPET","0.433253667","0.721667091","47.92306815","0.021779943","18.12680415","18.09139997","17.4549248","46.32687108","66.40606001","2200.330315","33.13448072"
"MIL19","C","MIL19C","iCASSATiQUEILEiQUEPET","0.433253667","0.721667091","47.92306815","0.021779943","18.12680415","18.09139997","17.4549248","46.32687108","66.40606001","2200.330315","33.13448072"
"MIL19","D","MIL19D","iCASSATiQUEILEiQUEPET","0.433253667","0.721667091","47.92306815","0.021779943","18.12680415","18.09139997","17.4549248","46.32687108","66.40606001","2200.330315","33.13448072"
"MIL19","F","MIL19F","iCASSATiQUEILEiQUEPET","0.433253667","0.721667091","47.92306815","0.021779943","18.12680415","18.09139997","17.4549248","46.32687108","66.40606001","2200.330315","33.13448072"
"MIL2","A","MIL2A","iQUECER","0.55359889","0.917645017","49.48549143","0.017327701","23.26572163","16.75456774","15.52726076","44.45244987","53.92661705","2855.860188","52.95826707"
"MIL2","C","MIL2C","iQUECER","0.55359889","0.917645017","49.48549143","0.017327701","23.26572163","16.75456774","15.52726076","44.45244987","53.92661705","2855.860188","52.95826707"
"MIL2","D","MIL2D","iQUECER","0.55359889","0.917645017","49.48549143","0.017327701","23.26572163","16.75456774","15.52726076","44.45244987","53.92661705","2855.860188","52.95826707"
"MIL2","F","MIL2F","iQUECER","0.55359889","0.917645017","49.48549143","0.017327701","23.26572163","16.75456774","15.52726076","44.45244987","53.92661705","2855.860188","52.95826707"
